Gene;effect;qualityType;restriction_persent;restriction_time;age;organism;line;sex;sample;link
Thbd;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Thbd;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Thbd;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Thbs2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Thbs4;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Themis;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Thnsl2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Thra;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Thra;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Thrb;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Thrsp;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Thrsp;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Thrsp;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Thrsp;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Thsd7a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Thy1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tiam1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tiam1;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tiam1;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tiam1;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tiam1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tie1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tigd2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Timd4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Timm21;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Timm23;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Timm23;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Timm8a1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Timm8b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Timm9;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Timp2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Timp3;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Timp4;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tinagl1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tinagl1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tipin;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tjp2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tjp3;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tk1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tkt;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tkt;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tkt;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tkt;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tlcd1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tlcd2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tle2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tle4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tle4;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tlk1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tln2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tln2;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tln2;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tln2;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tlr4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tm2d1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tm7sf2;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tm7sf2;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tm7sf2;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tm7sf2;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tma16;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmc6;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmc7;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmcc2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmcc2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmcc3;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmco3;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmco6;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmed1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmed5;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem100;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem108;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem120b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem120b;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem120b;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem120b;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem123;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem127;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem131;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem132b;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem132b;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem134;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem135;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem135;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem136;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem136;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem143;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem147;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem147;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem147;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem14a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem14c;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem150a;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem160;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem168;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem173;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem176a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem176b;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem179;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem179;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem179;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem179b;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem184b;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem204;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem208;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem219;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem229b;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem229b;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem233;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem234;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem238;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem241;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem243;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem25;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem26;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem260;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem263;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem266;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem29;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem37;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem42;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem44;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem47;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem50b;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem50b;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem50b;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem52;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem53;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem53;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem53;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem56;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem57;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem62;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem64;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem79;increase;mRNA;10;3_months;8_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem79;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem79;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem79;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tmem8;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem87a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem87b;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem88;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem9;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmem9;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmem97;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmpo;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmsb4x;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmtc1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmtc1;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tmtc4;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmub1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tmx2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnc;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnfaip2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnfaip2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnfaip2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnfaip3;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnfaip3;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnfrsf12a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnfrsf14;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnfrsf19;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnfrsf19;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnfrsf23;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnfsf10;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnfsf10;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnip1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnk2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnk2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnnc1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnnc1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnni1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnnt1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnnt2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnpo1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tnrc18;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tnrc18;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tnrc18;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tnrc18;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnrc18;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnrc6a;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tnrc6b;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tns2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tob1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tob1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tomm5;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tomm6;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tomm7;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Topbp1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tor3a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tor3a;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tox2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tpbgl;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tpbgl;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tpcn1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tpd52l1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tph1;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tpk1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tpm2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tpm3;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tpm3;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tpm4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tpmt;increase;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tpmt;increase;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tpmt;increase;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tpp1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tppp;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tppp;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tpr;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Tpsb2;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tpt1;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tpt1-ps3;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tra2b;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Trabd2b;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trabd2b;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Traf1;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Traf2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Traf3ip2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Traf3ip2;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Trak1;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trappc10;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Treh;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Treml4;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trib2;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Trib2;decrease;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Tril;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tril;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Tril;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Trim12a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trim12c;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trim16;decrease;mRNA;20;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Trim16;decrease;mRNA;30;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Trim16;decrease;mRNA;40;8_months;3_months;mouse;C57BL/6;male;fat;10.1093/gerona/glx101
Trim2;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trim21;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trim24;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Trim24;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Trim30a;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trim41;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trim56;increase;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Trim62;decrease;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trim63;decrease;mRNA;60;20_days;20_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Trim63;increase;mRNA;60;20_days;80_weeks;mouse;C57BL/6J;both;muscle;10.3390/genes12050691
Trim65;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
Trim7;increase;mRNA;40;16_weeks;5_months;mouse;C57BL/6J;male;liver;10.1038/s41598-017-00267-9
